Sentence,NER
The rain was pelting down when the women 's high hurdlers stepped up for their 100 metres race .,O O O O O O O O O O O O O O O O O O O
"But Sweden 's Olympic high hurdles champion Ludmila Engquist , who crashed out of last week 's meeting in Zurich after hitting a hurdle , also kept her footing perfectly to win in a fast 12.60 seconds .",O I-LOC O I-MISC O O O I-PER I-PER O O O O O O O O O O I-LOC O O O O O O O O O O O O O O O O O O
Olympic silver medallist Brigita Bukovec of Slovenia could finish only fifth in the race in 12.95 .,I-MISC O O I-PER I-PER O I-LOC O O O O O O O O O O
Jamaican Commonwealth champion Michelle Freeman took second in 12.77 ahead of Cuban Aliuska Lopez .,I-MISC I-ORG O I-PER I-PER O O O O O O I-MISC I-PER I-PER O
"The Zurich fall cost Engquist a shot at a jackpot of 20 one-kg gold bars which can be won by athletes who clinch their events at all of the Golden Four series in Oslo , Zurich , Brussels and Berlin .",O I-LOC O O I-PER O O O O O O O O O O O O O O O O O O O O O O O O I-MISC I-MISC O O I-LOC O I-LOC O I-LOC O I-LOC O
Seven athletes went into Friday 's penultimate meeting of the series with a chance of winning the prize and American men 's 400 metres hurdles champion Derrick Adkins kept his hopes alive in the competition by winning his event in 47.93 .,O O O O O O O O O O O O O O O O O O O I-MISC O O O O O O I-PER I-PER O O O O O O O O O O O O O O
"American Olympic champion Gail Devers clocked a swift 10.84 seconds on her way to victory in the women 's 100 metres , the second fastest time of the season and 0.10 seconds faster than her winning time in Atlanta .",I-MISC I-MISC O I-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-LOC O
"Jamaican veteran Merlene Ottey , who beat Devers in Zurich after just missing out on the gold medal in Atlanta after a photo finish , had to settle for third place in 11.04 .",I-MISC O I-PER I-PER O O O I-PER O I-LOC O O O O O O O O O I-LOC O O O O O O O O O O O O O O
"American world champion Gwen Torrence , the bronze medallist in Atlanta , was second in 11.00 .",I-MISC O O I-PER I-PER O O O O O I-LOC O O O O O O
It was a costly defeat for Ottey since it threw her out of the race for the Golden Four jackpot .,O O O O O O I-PER O O O O O O O O O O I-MISC I-MISC O O
-DOCSTART-,O
ATHLETICS - BRUSSELS GRAND PRIX RESULTS .,O O I-MISC I-MISC I-MISC O O
BRUSSELS 1996-08-23,I-LOC O
Leading results in the Brussels,O O O O I-MISC
Grand Prix athletics meeting on Friday :,I-MISC I-MISC O O O O O
Women 's discus,O O O
1. Ilke Wyludda ( Germany ) 66.60 metres,O I-PER I-PER O I-LOC O O O
2. Ellina Zvereva ( Belarus ) 65.66,O I-PER I-PER O I-LOC O O
3. Franka Dietzsch ( Germany ) 61.74,O I-PER I-PER O I-LOC O O
4. Natalya Sadova ( Russia ) 61.64,O I-PER I-PER O I-LOC O O
5. Mette Bergmann ( Norway ) 61.44,O I-PER I-PER O I-LOC O O
6. Nicoleta Grasu ( Romania ) 61.36,O I-PER I-PER O I-LOC O O
7. Olga Chernyavskaya ( Russia ) 60.46,O I-PER I-PER O I-LOC O O
8. Irina Yatchenko ( Belarus ) 58.92,O I-PER I-PER O I-LOC O O
Women 's 100 metres hurdles,O O O O O
1. Ludmila Engquist ( Sweden ) 12.60 seconds,O I-PER I-PER O I-LOC O O O
2. Michelle Freeman ( Jamaica ) 12.77,O I-PER I-PER O I-LOC O O
3. Aliuska Lopez ( Cuba ) 12.85,O I-PER I-PER O I-LOC O O
4. Dionne Rose ( Jamaica ) 12.88,O I-PER I-PER O I-LOC O O
5. Brigita Bukovec ( Slovakia ) 12.95,O I-PER I-PER O I-LOC O O
6. Yulia Graudin ( Russia ) 12.96,O I-PER I-PER O I-LOC O O
7. Julie Baumann ( Switzerland ) 13.36,O I-PER I-PER O I-LOC O O
8. Patricia Girard-Leno ( France ) 13.36,O I-PER I-PER O I-LOC O O
9. Dawn Bowles ( U.S. ) 13.53,O I-PER I-PER O I-LOC O O
Men 's 110 metres hurdles,O O O O O
1. Allen Johnson ( U.S. ) 12.92 seconds,O I-PER I-PER O I-LOC O O O
2. Colin Jackson ( Britain ) 13.24,O I-PER I-PER O I-LOC O O
3. Emilio Valle ( Cuba ) 13.33,O I-PER I-PER O I-LOC O O
4. Sven Pieters ( Belgium ) 13.37,O I-PER I-PER O I-LOC O O
5. Steve Brown ( U.S. ) 13.38,O I-PER I-PER O I-LOC O O
6. Frank Asselman ( Belgium ) 13.64,O I-PER I-PER O I-LOC O O
7. Hubert Grossard ( Belgium ) 13.65,O I-PER I-PER O I-LOC O O
8. Jonathan N'Senga ( Belgium ) 13.66,O I-PER I-PER O I-LOC O O
9. Johan Lisabeth ( Belgium ) 13.75,O I-PER I-PER O I-LOC O O
"Women 's 5,000 metres",O O O O
1. Roberta Brunet ( Italy ) 14 minutes 48.96 seconds,O I-PER I-PER O I-LOC O O O O O
2. Fernanda Ribeiro ( Portugal ) 14:49.81,O I-PER I-PER O I-LOC O O
3. Sally Barsosio ( Kenya ) 14:58.29,O I-PER I-PER O I-LOC O O
4. Paula Radcliffe ( Britain ) 14:59.70,O I-PER I-PER O I-LOC O O
5. Julia Vaquero ( Spain ) 15:04.94,O I-PER I-PER O I-LOC O O
6. Catherine McKiernan ( Ireland ) 15:07.57,O I-PER I-PER O I-LOC O O
7. Annette Peters ( U.S. ) 15:07.85,O I-PER I-PER O I-LOC O O
8. Pauline Konga ( Kenya ) 15:11.40,O I-PER I-PER O I-LOC O O
Men 's 100 metres,O O O O
1. Dennis Mitchell ( U.S. ) 10.03 seconds,O I-PER I-PER O I-LOC O O O
2. Donovan Bailey ( Canada ) 10.09,O I-PER I-PER O I-LOC O O
3. Carl Lewis ( U.S. ) 10.10,O I-PER I-PER O I-LOC O O
4. Ato Boldon ( Trinidad ) 10.12,O I-PER I-PER O I-LOC O O
5. Linford Christie ( Britain ) 10.14,O I-PER I-PER O I-LOC O O
6. Davidson Ezinwa ( Nigeria ) 10.15,O I-PER I-PER O I-LOC O O
7. Jon Drummond ( U.S. ) 10.16,O I-PER I-PER O I-LOC O O
8. Bruny Surin ( Canada ) 10.30,O I-PER I-PER O I-LOC O O
Men 's 400 metres hurdles,O O O O O
1. Derrick Adkins ( U.S. ) 47.93 seconds,O I-PER I-PER O I-LOC O O O
2. Samuel Matete ( Zambia ) 47.99,O I-PER I-PER O I-LOC O O
3. Rohan Robinson ( Australia ) 48.86,O I-PER I-PER O I-LOC O O
4. Torrance Zellner ( U.S. ) 49.06,O I-PER I-PER O I-LOC O O
5. Jean-Paul Bruwier ( Belgium ) 49.24,O I-PER I-PER O I-LOC O O
6. Dusan Kovacs ( Hungary ) 49.31,O I-PER I-PER O I-LOC O O
7. Calvin Davis ( U.S. ) 49.49,O I-PER I-PER O I-LOC O O
8. Laurent Ottoz ( Italy ) 49.61,O I-PER I-PER O I-LOC O O
9. Marc Dollendorf ( Belgium ) 50.36,O I-PER I-PER O I-LOC O O
Women 's 100 metres,O O O O
1. Gail Devers ( U.S. ) 10.84 seconds,O I-PER I-PER O I-LOC O O O
2. Gwen Torrence ( U.S. ) 11.00,O I-PER I-PER O I-LOC O O
3. Merlene Ottey ( Jamaica ) 11.04,O I-PER I-PER O I-LOC O O
4. Mary Onyali ( Nigeria ) 11.09,O I-PER I-PER O I-LOC O O
5. Chryste Gaines ( U.S. ) 11.18,O I-PER I-PER O I-LOC O O
6. Zhanna Pintusevich ( Ukraine ) 11.27,O I-PER I-PER O I-LOC O O
7. Irina Privalova ( Russia ) 11.28,O I-PER I-PER O I-LOC O O
8. Natalia Voronova ( Russia ) 11.28,O I-PER I-PER O I-LOC O O
9. Juliet Cuthbert ( Jamaica ) 11.31,O I-PER I-PER O I-LOC O O
"Women 's 1,500 metres",O O O O
1. Regina Jacobs ( U.S. ) 4 minutes 01.77 seconds,O I-PER I-PER O I-LOC O O O O O
2. Patricia Djate ( France ) 4:02.26,O I-PER I-PER O I-LOC O O
3. Carla Sacramento ( Portugal ) 4:02.67,O I-PER I-PER O I-LOC O O
4. Yekaterina Podkopayeva ( Russia ) 4:04.78,O I-PER I-PER O I-LOC O O
5. Margret Crowley ( Australia ) 4:05.00,O I-PER I-PER O I-LOC O O
6. Leah Pells ( Canada ) 4:05.64,O I-PER I-PER O I-LOC O O
7. Sarah Thorsett ( U.S. ) 4:06.80,O I-PER I-PER O I-LOC O O
8. Sinead Delahunty ( Ireland ) 4:07.27,O I-PER I-PER O I-LOC O O
"3,000 metres steeplechase",O O O
1. Joseph Keter ( Kenya ) 8 minutes 10.02 seconds,O I-PER I-PER O I-LOC O O O O O
2. Patrick Sang ( Kenya ) 8:12.04,O I-PER I-PER O I-LOC O O
3. Moses Kiptanui ( Kenya ) 8:12.65,O I-PER I-PER O I-LOC O O
4. Gideon Chirchir ( Kenya ) 8:15.69,O I-PER I-PER O I-LOC O O
5. Richard Kosgei ( Kenya ) 8:16.80,O I-PER I-PER O I-LOC O O
6. Larbi El Khattabi ( Morocco ) 8:17.29,O I-PER I-PER I-PER O I-LOC O O
7. Eliud Barngetuny ( Kenya ) 8:17.66,O I-PER I-PER O I-LOC O O
8. Bernard Barmasai ( Kenya ) 8:17.94,O I-PER I-PER O I-LOC O O
Men 's 400 metres,O O O O
1. Michael Johnson ( U.S. ) 44.29 seconds,O I-PER I-PER O I-LOC O O O
2. Derek Mills ( U.S. ) 44.78,O I-PER I-PER O I-LOC O O
3. Anthuan Maybank ( U.S. ) 44.92,O I-PER I-PER O I-LOC O O
4. Davis Kamoga ( Uganda ) 44.96,O I-PER I-PER O I-LOC O O
5. Jamie Baulch ( Britain ) 45.08,O I-PER I-PER O I-LOC O O
6. Sunday Bada ( Nigeria ) 45.21,O I-PER I-PER O I-LOC O O
7. Samson Kitur ( Kenya ) 45.34,O I-PER I-PER O I-LOC O O
8. Mark Richardson ( Britain ) 45.67,O I-PER I-PER O I-LOC O O
9. Jason Rouser ( U.S. ) 46.11,O I-PER I-PER O I-LOC O O
Men 's 200 metres,O O O O
1. Frankie Fredericks ( Namibia ) 19.92 seconds,O I-PER I-PER O I-LOC O O O
2. Ato Boldon ( Trinidad ) 19.99,O I-PER I-PER O I-LOC O O
3. Jeff Williams ( U.S. ) 20.21,O I-PER I-PER O I-LOC O O
4. Jon Drummond ( U.S. ) 20.42,O I-PER I-PER O I-LOC O O
5. Patrick Stevens ( Belgium ) 20.42,O I-PER I-PER O I-LOC O O
6. Michael Marsh ( U.S. ) 20.43,O I-PER I-PER O I-LOC O O
7. Ivan Garcia ( Cuba ) 20.45,O I-PER I-PER O I-LOC O O
8. Eric Wymeersch ( Belgium ) 20.84,O I-PER I-PER O I-LOC O O
9. Lamont Smith ( U.S. ) 21.08,O I-PER I-PER O I-LOC O O
"Women 's 1,000 metres",O O O O
1. Svetlana Masterkova ( Russia ) 2 minutes 28.98 seconds,O I-PER I-PER O I-LOC O O O O O
( world record ),O O O O
2. Maria Mutola ( Mozambique ) 2:29.66,O I-PER I-PER O I-LOC O O
3. Malgorzata Rydz ( Poland ) 2:39.00,O I-PER I-PER O I-LOC O O
4. Anja Smolders ( Belgium ) 2:43.06,O I-PER I-PER O I-LOC O O
5. Veerle De Jaeghere ( Belgium ) 2:43.18,O I-PER I-PER I-PER O I-LOC O O
6. Eleonora Berlanda ( Italy ) 2:43.44,O I-PER I-PER O I-LOC O O
7. Anneke Matthijs ( Belgium ) 2:43.82,O I-PER I-PER O I-LOC O O
8. Jacqueline Martin ( Spain ) 2:44.22,O I-PER I-PER O I-LOC O O
Women 's 200 metres,O O O O
1. Mary Onyali ( Nigeria ) 22.42 seconds,O I-PER I-PER O I-LOC O O O
2. Inger Miller ( U.S. ) 22.66,O I-PER I-PER O I-LOC O O
3. Irina Privalova ( Russia ) 22.68,O I-PER I-PER O I-LOC O O
4. Natalia Voronova ( Russia ) 22.73,O I-PER I-PER O I-LOC O O
5. Marina Trandenkova ( Russia ) 22.84,O I-PER I-PER O I-LOC O O
6. Chandra Sturrup ( Bahamas ) 22.85,O I-PER I-PER O I-LOC O O
7. Zundra Feagin ( U.S. ) 23.18,O I-PER I-PER O I-LOC O O
8. Galina Malchugina ( Russia ) 23.25,O I-PER I-PER O I-LOC O O
Women 's 400 metres,O O O O
1. Cathy Freeman ( Australia ) 49.48 seconds,O I-PER I-PER O I-LOC O O O
2. Marie-Jose Perec ( France ) 49.72,O I-PER I-PER O I-LOC O O
3. Falilat Ogunkoya ( Nigeria ) 49.97,O I-PER I-PER O I-LOC O O
4. Pauline Davis ( Bahamas ) 50.14,O I-PER I-PER O I-LOC O O
5. Fatima Yussuf ( Nigeria ) 50.14,O I-PER I-PER O I-LOC O O
6. Maicel Malone ( U.S. ) 50.51,O I-PER I-PER O I-LOC O O
7. Hana Benesova ( Czech Republic ) 51.71,O I-PER I-PER O I-LOC I-LOC O O
8. Ann Mercken ( Belgium ) 53.55,O I-PER I-PER O I-LOC O O
"Men 's 3,000 metres",O O O O
1. Daniel Komen ( Kenya ) 7 minutes 25.87 seconds,O I-PER I-PER O I-LOC O O O O O
2. Khalid Boulami ( Morocco ) 7:31.65,O I-PER I-PER O I-LOC O O
3. Bob Kennedy ( U.S. ) 7:31.69,O I-PER I-PER O I-LOC O O
4. El Hassane Lahssini ( Morocco ) 7:32.44,O I-PER I-PER I-PER O I-LOC O O
5. Thomas Nyariki ( Kenya ) 7:35.56,O I-PER I-PER O I-LOC O O
6. Noureddine Morceli ( Algeria ) 7:36.81,O I-PER I-PER O I-LOC O O
7. Fita Bayesa ( Ethiopia ) 7:38.09,O I-PER I-PER O I-LOC O O
8. Martin Keino ( Kenya ) 7:38.88,O I-PER I-PER O I-LOC O O
Men 's discus,O O O
1. Lars Riedel ( Germany ) 66.74 metres,O I-PER I-PER O I-LOC O O O
2. Anthony Washington ( U.S. ) 66.72,O I-PER I-PER O I-LOC O O
3. Vladimir Dubrovshchik ( Belarus ) 64.02,O I-PER I-PER O I-LOC O O
4. Virgilius Alekna ( Lithuania ) 63.62,O I-PER I-PER O I-LOC O O
5. Juergen Schult ( Germany ) 63.48,O I-PER I-PER O I-LOC O O
6. Vassiliy Kaptyukh ( Belarus ) 61.80,O I-PER I-PER O I-LOC O O
7. Vaclavas Kidikas ( Lithuania ) 60.92,O I-PER I-PER O I-LOC O O
8. Michael Mollenbeck ( Germany ) 59.24,O I-PER I-PER O I-LOC O O
Men 's triple jump,O O O O
1. Jonathan Edwards ( Britain ) 17.50 metres,O I-PER I-PER O I-LOC O O O
2. Yoelvis Quesada ( Cuba ) 17.29,O I-PER I-PER O I-LOC O O
3. Brian Wellman ( Bermuda ) 17.05,O I-PER I-PER O I-LOC O O
4. Kenny Harrison ( U.S. ) 16.97,O I-PER I-PER O I-LOC O O
5. Gennadi Markov ( Russia ) 16.66,O I-PER I-PER O I-LOC O O
6. Francis Agyepong ( Britain ) 16.63,O I-PER I-PER O I-LOC O O
7. Rogel Nachum ( Israel ) 16.36,O I-PER I-PER O I-LOC O O
8. Sigurd Njerve ( Norway ) 16.35,O I-PER I-PER O I-LOC O O
"Men 's 1,500 metres",O O O O
1. Hicham El Guerrouj ( Morocco ) three minutes 29.05 seconds,O I-PER I-PER I-PER O I-LOC O O O O O
2. Isaac Viciosa ( Spain ) 3:33.00,O I-PER I-PER O I-LOC O O
3. William Tanui ( Kenya ) 3:33.36,O I-PER I-PER O I-LOC O O
4. Elijah Maru ( Kenya ) 3:33.64,O I-PER I-PER O I-LOC O O
5. Marcus O'Sullivan ( Ireland ) 3:33.77,O I-PER I-PER O I-LOC O O
6. John Mayock ( Britain ) 3:33.94,O I-PER I-PER O I-LOC O O
7. Laban Rotich ( Kenya ) 3:34.12,O I-PER I-PER O I-LOC O O
8. Christophe Impens ( Belgium ) 3:34.13,O I-PER I-PER O I-LOC O O
Women 's high jump,O O O O
1. Stefka Kostadinova ( Bulgaria ) 2.03 metres,O I-PER I-PER O I-LOC O O O
2. Inga Babakova ( Ukraine ) 2.03,O I-PER I-PER O I-LOC O O
3. Alina Astafei ( Germany ) 1.97,O I-PER I-PER O I-LOC O O
4. Tatyana Motkova ( Russia ) 1.94,O I-PER I-PER O I-LOC O O
5. Svetlana Zalevskaya ( Kazakhstan ) 1.91,O I-PER I-PER O I-LOC O O
6. Yelena Gulyayeva ( Russia ) 1.88,O I-PER I-PER O I-LOC O O
7. Hanna Haugland ( Norway ) 1.88,O I-PER I-PER O I-LOC O O
8 equal .,O O O
Olga Boshova ( Moldova ) 1.85,I-PER I-PER O I-LOC O O
8 equal .,O O O
Nele Zilinskiene ( Lithuania ) 1.85,I-PER I-PER O I-LOC O O
"Men 's 10,000 metres",O O O O
1. Salah Hissou ( Morocco ) 26 minutes 38.08 seconds ( world,O I-PER I-PER O I-LOC O O O O O O O
record ),O O
2. Paul Tergat ( Kenya ) 26:54.41,O I-PER I-PER O I-LOC O O
3. Paul Koech ( Kenya ) 26:56.78,O I-PER I-PER O I-LOC O O
4. William Kiptum ( Kenya ) 27:18.84,O I-PER I-PER O I-LOC O O
5. Aloys Nizigama ( Burundi ) 27:25.13,O I-PER I-PER O I-LOC O O
6. Mathias Ntawulikura ( Rwanda ) 27:25.48,O I-PER I-PER O I-LOC O O
7. Abel Anton ( Spain ) 28:18.44,O I-PER I-PER O I-LOC O O
8. Kamiel Maase ( Netherlands ) 28.29.42,O I-PER I-PER O I-LOC O O
9. Worku Bekila ( Ethiopia ) 28.42.23,O I-PER I-PER O I-LOC O O
10. Robert Stefko ( Slovakia ) 28:42.26,O I-PER I-PER O I-LOC O O
-DOCSTART-,O
SOCCER - JORGE CALLS UP SIX PORTO PLAYERS FOR WORLD CUP QUALIFIER .,O O I-PER O O O I-ORG O O I-MISC I-MISC O O
LISBON 1996-08-23,I-LOC O
Portugal 's new coach Artur Jorge called up six players from league champions Porto on Friday in an 18-man squad for the opening World Cup qualifier against Armenia on August 31 .,I-LOC O O O I-PER I-PER O O O O O O O I-ORG O O O O O O O O O I-MISC I-MISC O O I-LOC O O O O
"Midfielder Paulo Sousa , recently transferred to Borussia Dortmund from Italy 's Juventus , is the only leading member of the Portuguese side from this year 's European championships who will not make the trip .",O I-PER I-PER O O O O I-ORG I-ORG O I-LOC O I-ORG O O O O O O O O I-MISC O O O O O I-MISC O O O O O O O O
"It will be Jorge 's first game in charge of the national squad since taking over from Antonio Oliveira , who now coaches Porto , at the end of Euro 96 .",O O O I-PER O O O O O O O O O O O O O I-PER I-PER O O O O I-ORG O O O O O I-MISC I-MISC O
Squad :,O O
"Goalkeepers - Vitor Baia , Rui Correia .",O O I-PER I-PER O I-PER I-PER O
"Defenders - Jorge Costa , Paulinho Santos , Helder Cristovao , Carlos Secretario , Dimas Teixeira , Fernando Couto .",O O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O
"Midfielders - Jose Barroso , Luis Figo , Rui Barros , Rui Costa , Oceano Cruz , Ricardo Sa Pinto .",O O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER I-PER O
"Forwards - Domingos Oliveira , Joao Vieira Pinto , Jorge Cadete , Antonio Folha .",O O I-PER I-PER O I-PER I-PER I-PER O I-PER I-PER O I-PER I-PER O
-DOCSTART-,O
SOCCER - VOGTS KEEPS FAITH WITH EURO ' 96 CHAMPIONS .,O O I-PER O O O I-MISC I-MISC I-MISC O O
BONN 1996-08-23,I-LOC O
"Trainer Berti Vogts kept faith with his entire European championship winning squad for Germany 's first match since their title victory , a friendly in Poland .",O I-PER I-PER O O O O O I-MISC O O O O I-LOC O O O O O O O O O O O I-LOC O
Vogts picked no new players for the squad for the September 4 game in Zabrze .,I-PER O O O O O O O O O O O O O I-LOC O
"Instead on Friday he nominated all 23 Euro ' 96 veterans including Bremen 's Jens Todt , called up before the final by special UEFA dispensation .",O O O O O O O I-MISC I-MISC I-MISC O O I-ORG O I-PER I-PER O O O O O O O O I-ORG O O
"He will , however , have to do without the Dortmund trio of libero Matthias Sammer , midfielder Steffen Freund and defender Rene Schneider , who were all formally nominated despite being injured .",O O O O O O O O O O I-ORG O O O I-PER I-PER O O I-PER I-PER O O I-PER I-PER O O O O O O O O O O
""" This squad is currently the basis of my planning for the 1998 World Cup , "" Vogts said . """,O O O O O O O O O O O O O I-MISC I-MISC O O I-PER O O O
"We 'll have to see which other players produce good league performances to play themselves into the squad . """,O O O O O O O O O O O O O O O O O O O O
Squad :,O O
"Goalkeepers - Oliver Kahn , Andreas Koepke , Oliver Reck",O O I-PER I-PER O I-PER I-PER O I-PER I-PER
"Defenders - Markus Babbel , Thomas Helmer , Juergen Kohler , Stefan Reuter , Matthias Sammer , Rene Schneider",O O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER
"Midfielders - Mario Basler , Marco Bode , Dieter Eilts , Steffen Freund , Thomas Haessler , Andreas Moeller , Mehmet Scholl , Thomas Strunz , Jens Todt , Christian Ziege",O O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER
"Forwards - Oliver Bierhoff , Fredi Bobic , Juergen Klinsmann , Stefan Kuntz .",O O I-PER I-PER O I-PER I-PER O I-PER I-PER O I-PER I-PER O
-DOCSTART-,O
"SOCCER - EUROPEAN CUP DRAWS FOR AEK , OLYMPIAKOS , PAO .",O O I-MISC I-MISC O O I-ORG O I-ORG O I-ORG O
ATHENS 1996-08-23,I-LOC O
Following are the European soccer,O O O I-MISC O
draws for the UEFA cup and the cup 's winners cup involving Greek,O O O I-ORG O O O O O O O O I-MISC
teams that took place today in Geneva :,O O O O O O I-LOC O
x-AEK Athens ( Greece ) v Chemlon Humenne ( Slovakia ),I-ORG I-ORG O I-LOC O O I-ORG I-ORG O I-LOC O
x-Olympiakos v Ferencvaros ( Hungary ),I-ORG O I-ORG O I-LOC O
x-PAO v Legia Warsaw ( Poland ),I-ORG O I-ORG I-ORG O I-LOC O
x indicates seeded teams .,O O O O O
"-- Dimitris Kontogiannis , Athens Newsroom +301 3311812-4",O I-PER I-PER O I-ORG I-ORG O O
-DOCSTART-,O
SOCCER - EURO CLUB COMPETITION FIRST ROUND DRAWS .,O O I-MISC O O O O O O
GENEVA 1996-08-23,I-LOC O
Draws for the first round of the European club soccer competitions made on Friday ( x denotes seeded team ) :,O O O O O O O I-MISC O O O O O O O O O O O O O
UEFA Cup Lyngby ( Denmark ) v x-Club Brugge ( Belgium ) Casino Graz ( Austria ) v Ekeren ( Belgium ) Besiktas ( Turkey ) v Molenbeek ( Belgium ) Alania Vladikavkaz ( Russia ) v x-Anderlecht ( Belgium ),I-MISC I-MISC I-ORG O I-LOC O O I-ORG I-ORG O I-LOC O I-ORG I-ORG O I-LOC O O I-ORG O I-LOC O I-ORG O I-LOC O O I-ORG O I-LOC O I-ORG I-ORG O I-LOC O O I-ORG O I-LOC O
Cup Winners ' Cup x-Cercle Brugge ( Belgium ) v Brann Bergen ( Norway ),I-MISC I-MISC I-MISC I-MISC I-ORG I-ORG O I-LOC O O I-ORG I-ORG O I-LOC O
-DOCSTART-,O
CRICKET - SRI LANKA AND AUSTRALIA SAY RELATIONS HAVE HEALED .,O O I-LOC I-LOC O I-LOC O O O O O
COLOMBO 1996-08-23,I-LOC O
Sri Lanka and Australia agreed on Friday that relations between the two teams had healed since the Sri Lankans ' acrimonious tour last year .,I-LOC I-LOC O I-LOC O O O O O O O O O O O O O I-MISC I-MISC O O O O O O
The Sri Lankans were first found guilty then cleared of ball tampering and off-spinner Muttiah Muralitharan was called for throwing during a controversial three-test series in Australia .,O I-MISC I-MISC O O O O O O O O O O O I-PER I-PER O O O O O O O O O O I-LOC O
""" Our concern is to get out there and play proper cricket , "" Sri Lanka captain Arjuna Ranatunga told a news conference on the eve of a warmup match between the World Cup champions and a World XI team scheduled for Saturday .",O O O O O O O O O O O O O O I-LOC I-LOC O I-PER I-PER O O O O O O O O O O O O O I-MISC I-MISC O O O I-ORG I-ORG O O O O O
""" What happened is history . """,O O O O O O O
Australian team manager Cam Battersby said he agreed with Ranatunga .,I-MISC O O I-PER I-PER O O O O I-PER O
""" I believe relations between the two teams will be excellent , "" Batterby said .",O O O O O O O O O O O O O I-PER O O
The Australians are making their first visit to the Indian Ocean island since boycotting a World Cup fixture in February after a terrorist bomb in Colombo .,O I-MISC O O O O O O O I-LOC I-LOC O O O O I-MISC I-MISC O O O O O O O O I-LOC O
"Australia have been promised the presence of commandos , sniffer dogs and plainclothes policemen to ensure a limited overs tournament is trouble-free .",I-LOC O O O O O O O O O O O O O O O O O O O O O O
"The tournament , starting on August 26 , also includes India and Zimbabwe .",O O O O O O O O O O I-LOC O I-LOC O
Battersby said he was satisfied with the security arrangements .,I-PER O O O O O O O O O
Sri Lankan officials said they expected heavy rain which washed out a warmup match on Friday should cease by Saturday .,I-MISC I-MISC O O O O O O O O O O O O O O O O O O O
"Australia , led by wicketkeeper Ian Healy , opened their short tour of Sri Lanka with a five-run win over the country 's youth team on Thursday .",I-LOC O O O O I-PER I-PER O O O O O O I-LOC I-LOC O O O O O O O O O O O O O
-DOCSTART-,O
PRESS DIGEST - ANGOLA - AUG 23 .,O O O I-LOC O O O O
LUANDA 1996-08-23,I-LOC O
These are the leading stories in the Angolan press on Friday .,O O O O O O O I-MISC O O O O
Reuters has not verified these stories and does not vouch for their accuracy .,I-ORG O O O O O O O O O O O O O
- - - -,O O O O
JORNAL DE ANGOLA,I-ORG I-ORG I-ORG
- The Angolan Chief of State addressed a letter to UN Security Council proposing dates for the conclusion of the peace process in Angola .,O O I-MISC O O O O O O O I-ORG I-ORG I-ORG O O O O O O O O O O I-LOC O
"He proposed definite dates , August 25 for return of Unita generals to the joint army , September 5 for the beginning of the formation of the Government of National Unity and Reconciliation .",O O O O O O O O O O I-ORG O O O O O O O O O O O O O O O O I-ORG I-ORG I-ORG I-ORG I-ORG I-ORG O
"Until this date the free circulation of peoples and goods should be guaranteed , the government administration installed in all areas and the Unita deputies should occupy their places in the National Assembly .",O O O O O O O O O O O O O O O O O O O O O O O I-ORG O O O O O O O I-ORG I-ORG O
"The president justified his proposal by the delays verified in the peace process , including the fact that areas under Unita control or occupation have not been effectively demilitarised , where the Unita military forces have been substituted by their so-called police .",O O O O O O O O O O O O O O O O O O O O I-ORG O O O O O O O O O O O I-ORG O O O O O O O O O O
"- President Dos Santos proposes the establishment by UN Security Council of definitive and final timetable for the tasks and obligations under the Lusaka Agreement and the sending of a mission of SC , as soon as possible , to supervise the execution of the agreement .",O O I-PER I-PER O O O O I-ORG I-ORG I-ORG O O O O O O O O O O O O I-MISC I-MISC O O O O O O O I-ORG O O O O O O O O O O O O O O
-DOCSTART-,O
FORECAST - S.AFRICAN COMPANY RESULTS CONSENSUS .,O O I-MISC O O O O
JOHANNESBURG 1996-08-23,I-LOC O
Analysts estimates of major,O O O O
South African company results expected next week include the,I-MISC I-MISC O O O O O O O
following ( all figures cents per share ) :,O O O O O O O O O
DAY--COMPANY----PERIOD--CONSENSUS----RANGE-------PVS,O
MON Gencor YR EPS 93.12 92.0-94.5 73.8,O I-ORG O O O O O
MON Gencor YR DIV 25.75 25.0-27.0 20.0,O I-ORG O O O O O
MON Primedia YR EPS N / A 149.1,O I-ORG O O O O O O
MON Primedia YR DIV N / A 123.2,O I-ORG O O O O O O
MON Distillers YR EPS N / A 71.8,O I-ORG O O O O O O
MON Distillers YR DIV N / A 49.0,O I-ORG O O O O O O
TUE Iscor YR EPS 29.7 26.0-32.0 38.0,O I-ORG O O O O O
TUE Iscor YR DIV 15.0 14.5-16.5 16.5,O I-ORG O O O O O
TUE McCarthy YR EPS 125.3 112.0-149.0 93.2,O I-ORG O O O O O
TUE McCarthy YR DIV 36.8 32.0-43.0 28.0,O I-ORG O O O O O
